2019-10-26 15:53:49.586 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2019-10-26 17:53:18.005 -- [34mINFO [0;39m [main] c.a.d.s.b.a.DruidDataSourceAutoConfigure : Init DruidDataSource
2019-10-26 17:53:18.051 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration' of type [com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.070 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'statFilter' of type [com.alibaba.druid.filter.stat.StatFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.273 -- [34mINFO [0;39m [main] c.alibaba.druid.pool.DruidDataSource : {dataSource-1} inited
2019-10-26 17:53:18.273 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'dataSource' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceWrapper] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.282 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration$$EnhancerBySpringCGLIB$$4c91e5cd] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.306 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'flyway' of type [org.flywaydb.core.Flyway] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.312 -- [34mINFO [0;39m [main] o.f.c.i.license.VersionPrinter : Flyway Community Edition 5.2.4 by Boxfuse
2019-10-26 17:53:18.315 -- [34mINFO [0;39m [main] o.f.c.i.database.DatabaseFactory : Database: jdbc:h2:file:~/h2/foodie (H2 1.4)
2019-10-26 17:53:18.337 -- [31mWARN [0;39m [main] o.f.c.i.database.base.Database : Flyway upgrade recommended: H2 1.4.199 is newer than this version of Flyway and support has not been tested.
2019-10-26 17:53:18.428 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbValidate : Successfully validated 41 migrations (execution time 00:00.062s)
2019-10-26 17:53:18.444 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbMigrate : Current version of schema "PUBLIC": 2019.10.26.17.02
2019-10-26 17:53:18.446 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbMigrate : Schema "PUBLIC" is up to date. No migration necessary.
2019-10-26 17:53:18.448 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'flywayInitializer' of type [org.springframework.boot.autoconfigure.flyway.FlywayMigrationInitializer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.454 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.jpa-org.springframework.boot.autoconfigure.orm.jpa.JpaProperties' of type [org.springframework.boot.autoconfigure.orm.jpa.JpaProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.459 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.jpa.hibernate-org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties' of type [org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.462 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration' of type [org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$$EnhancerBySpringCGLIB$$61081337] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.468 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.transaction-org.springframework.boot.autoconfigure.transaction.TransactionProperties' of type [org.springframework.boot.autoconfigure.transaction.TransactionProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.469 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'platformTransactionManagerCustomizers' of type [org.springframework.boot.autoconfigure.transaction.TransactionManagerCustomizers] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.472 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration' of type [org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration$$EnhancerBySpringCGLIB$$2ceb4011] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.474 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'hikariPoolDataSourceMetadataProvider' of type [org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration$$Lambda$385/2007608374] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.481 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration' of type [org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration$$EnhancerBySpringCGLIB$$eb6ada9c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.515 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'jpaVendorAdapter' of type [org.springframework.orm.jpa.vendor.HibernateJpaVendorAdapter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.519 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'entityManagerFactoryBuilder' of type [org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:18.573 -- [34mINFO [0;39m [main] o.h.jpa.internal.util.LogHelper : HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2019-10-26 17:53:18.634 -- [34mINFO [0;39m [main] org.hibernate.Version : HHH000412: Hibernate Core {5.3.9.Final}
2019-10-26 17:53:18.635 -- [34mINFO [0;39m [main] org.hibernate.cfg.Environment : HHH000206: hibernate.properties not found
2019-10-26 17:53:18.775 -- [34mINFO [0;39m [main] o.h.annotations.common.Version : HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2019-10-26 17:53:18.921 -- [34mINFO [0;39m [main] org.hibernate.dialect.Dialect : HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2019-10-26 17:53:19.102 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'com.foodie.portal.activity.repository.ListShiftConverter' of type [com.foodie.portal.activity.repository.ListShiftConverter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:19.111 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'com.foodie.portal.activity.repository.PriceListConverter' of type [com.foodie.portal.activity.repository.PriceListConverter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:19.801 -- [34mINFO [0;39m [main] o.s.o.j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2019-10-26 17:53:19.803 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'entityManagerFactory' of type [org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:19.803 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'entityManagerFactory' of type [com.sun.proxy.$Proxy106] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:19.810 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#2987d0fa' of type [com.sun.proxy.$Proxy107] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:19.820 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'jpaMappingContext' of type [org.springframework.data.jpa.repository.config.JpaMetamodelMappingContextFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:19.820 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'jpaMappingContext' of type [org.springframework.data.jpa.mapping.JpaMetamodelMappingContext] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.026 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'userJpaRepository' of type [org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.027 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'userJpaRepository' of type [com.sun.proxy.$Proxy110] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.027 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'userRepository' of type [com.foodie.portal.user.UserRepository] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.027 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'userApplicationService' of type [com.foodie.portal.user.UserApplicationService] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.027 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'userRealm' of type [com.foodie.portal.user.security.UserRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.043 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#30d3f583' of type [org.springframework.beans.factory.config.PropertiesFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.043 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#30d3f583' of type [java.util.Properties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.043 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#2688b2be' of type [org.springframework.data.repository.core.support.PropertiesBasedNamedQueries] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.044 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#3f9ee527' of type [org.springframework.data.repository.core.support.RepositoryFragmentsFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.044 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#3f9ee527' of type [org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.044 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#3b22bcad' of type [com.sun.proxy.$Proxy107] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.055 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'merchantJpaRepository' of type [org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.055 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'merchantJpaRepository' of type [com.sun.proxy.$Proxy112] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.055 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'merchantRepository' of type [com.foodie.portal.user.MerchantRepository] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.057 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'merchantApplicationService' of type [com.foodie.portal.user.MerchantApplicationService] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.057 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'merchantRealm' of type [com.foodie.portal.user.security.MerchantRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.066 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.117 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.159 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$cc94182d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.181 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.apache.shiro.spring.boot.autoconfigure.ShiroBeanAutoConfiguration' of type [org.apache.shiro.spring.boot.autoconfigure.ShiroBeanAutoConfiguration$$EnhancerBySpringCGLIB$$dfacf5dd] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.187 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'eventBus' of type [org.apache.shiro.event.support.DefaultEventBus] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.402 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$e8ae1b2a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 17:53:20.778 -- [34mINFO [0;39m [main] o.s.b.w.e.tomcat.TomcatWebServer : Tomcat initialized with port(s): 8080 (http)
2019-10-26 17:53:20.799 -- [34mINFO [0;39m [main] o.a.catalina.core.StandardService : Starting service [Tomcat]
2019-10-26 17:53:20.800 -- [34mINFO [0;39m [main] o.a.catalina.core.StandardEngine : Starting Servlet engine: [Apache Tomcat/9.0.17]
2019-10-26 17:53:20.908 -- [34mINFO [0;39m [main] o.a.c.c.C.[Tomcat].[localhost].[/] : Initializing Spring embedded WebApplicationContext
2019-10-26 17:53:20.908 -- [34mINFO [0;39m [main] o.s.web.context.ContextLoader : Root WebApplicationContext: initialization completed in 4643 ms
2019-10-26 17:53:22.930 -- [34mINFO [0;39m [main] o.s.s.c.ThreadPoolTaskExecutor : Initializing ExecutorService 'applicationTaskExecutor'
2019-10-26 17:53:23.945 -- [31mWARN [0;39m [main] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2019-10-26 17:53:24.154 -- [34mINFO [0;39m [main] o.s.b.a.e.web.EndpointLinksResolver : Exposing 2 endpoint(s) beneath base path '/actuator'
2019-10-26 17:53:24.371 -- [34mINFO [0;39m [main] s.d.s.w.PropertySourcedRequestMappingHandlerMapping : Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-10-26 17:53:24.426 -- [31mWARN [0;39m [main] o.s.c.n.a.ArchaiusAutoConfiguration : No spring.application.name found, defaulting to 'application'
2019-10-26 17:53:24.429 -- [31mWARN [0;39m [main] c.n.c.sources.URLConfigurationSource : No URLs will be polled as dynamic configuration sources.
2019-10-26 17:53:24.429 -- [34mINFO [0;39m [main] c.n.c.sources.URLConfigurationSource : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-10-26 17:53:24.433 -- [31mWARN [0;39m [main] c.n.c.sources.URLConfigurationSource : No URLs will be polled as dynamic configuration sources.
2019-10-26 17:53:24.433 -- [34mINFO [0;39m [main] c.n.c.sources.URLConfigurationSource : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-10-26 17:53:25.196 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource Management Server [org.springframework.boot.actuate.autoconfigure.web.server.ManagementContextAutoConfiguration$SameManagementContextConfiguration$1] to EncryptablePropertySourceWrapper
2019-10-26 17:53:25.199 -- [34mINFO [0;39m [main] s.d.s.w.p.DocumentationPluginsBootstrapper : Context refreshed
2019-10-26 17:53:25.215 -- [34mINFO [0;39m [main] s.d.s.w.p.DocumentationPluginsBootstrapper : Found 1 custom documentation plugin(s)
2019-10-26 17:53:25.261 -- [34mINFO [0;39m [main] s.d.s.w.s.ApiListingReferenceScanner : Scanning for api listing references
2019-10-26 17:53:25.360 -- [31mWARN [0;39m [main] s.d.s.w.r.p.ParameterDataTypeReader : Trying to infer dataType com.foodie.portal.activity.model.ActivityType
2019-10-26 17:53:25.419 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: activitiesUsingGET_1
2019-10-26 17:53:25.437 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_1
2019-10-26 17:53:25.460 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_2
2019-10-26 17:53:25.470 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteCityUsingDELETE_1
2019-10-26 17:53:25.473 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_3
2019-10-26 17:53:25.506 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_4
2019-10-26 17:53:25.514 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: merchantsUsingGET_1
2019-10-26 17:53:25.516 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: passUsingPOST_1
2019-10-26 17:53:25.517 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: rejectUsingPOST_1
2019-10-26 17:53:25.526 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_5
2019-10-26 17:53:25.544 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_6
2019-10-26 17:53:25.558 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_7
2019-10-26 17:53:25.560 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_1
2019-10-26 17:53:25.563 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: updateUsingPATCH_1
2019-10-26 17:53:25.568 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_8
2019-10-26 17:53:25.570 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_2
2019-10-26 17:53:25.574 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_9
2019-10-26 17:53:25.592 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: activitiesUsingGET_2
2019-10-26 17:53:25.596 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: addActivityUsingPOST_1
2019-10-26 17:53:25.597 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteActivityUsingDELETE_1
2019-10-26 17:53:25.598 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_10
2019-10-26 17:53:25.602 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: updateActivityUsingPATCH_1
2019-10-26 17:53:25.609 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: citiesUsingGET_1
2019-10-26 17:53:25.617 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: createUsingPOST_1
2019-10-26 17:53:25.621 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_11
2019-10-26 17:53:25.624 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: ordersUsingGET_1
2019-10-26 17:53:25.627 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: rejectUsingPOST_2
2019-10-26 17:53:25.634 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_12
2019-10-26 17:53:25.636 -- [31mWARN [0;39m [main] s.d.s.w.r.p.ParameterDataTypeReader : Trying to infer dataType com.foodie.portal.restaurant.RestaurantType
2019-10-26 17:53:25.637 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: foodGuideUsingGET_1
2019-10-26 17:53:25.639 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: activitiesUsingGET_3
2019-10-26 17:53:25.641 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: changePasswordUsingPOST_1
2019-10-26 17:53:25.652 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_13
2019-10-26 17:53:25.653 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: ordersUsingGET_2
2019-10-26 17:53:25.654 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: payUsingPOST_1
2019-10-26 17:53:25.715 -- [34mINFO [0;39m [main] o.s.b.w.e.tomcat.TomcatWebServer : Tomcat started on port(s): 8080 (http) with context path ''
2019-10-26 17:53:25.716 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource server.ports [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2019-10-26 17:53:25.718 -- [34mINFO [0;39m [main] com.foodie.portal.FoodieApplication : Started FoodieApplication in 10.977 seconds (JVM running for 12.681)
2019-10-26 17:53:51.200 -- [34mINFO [0;39m [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] : Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-10-26 17:53:51.202 -- [34mINFO [0;39m [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet : Initializing Servlet 'dispatcherServlet'
2019-10-26 17:53:51.219 -- [34mINFO [0;39m [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet : Completed initialization in 17 ms
2019-10-26 17:53:51.232 -- [34mINFO [0;39m [http-nio-8080-exec-1] c.f.portal.commons.AccessLogFilter : 请求url: /merchant/login
2019-10-26 17:53:53.179 -- [34mINFO [0;39m [http-nio-8080-exec-1] o.h.h.i.QueryTranslatorFactoryInitiator : HHH000397: Using ASTQueryTranslatorFactory
2019-10-26 17:53:53.305 -- [34mINFO [0;39m [http-nio-8080-exec-1] c.f.p.user.security.MerchantRealm : doGetAuthenticationInfo
2019-10-26 17:54:01.567 -- [34mINFO [0;39m [http-nio-8080-exec-2] c.f.portal.commons.AccessLogFilter : 请求url: /merchant/login
2019-10-26 17:54:01.572 -- [34mINFO [0;39m [http-nio-8080-exec-2] c.f.p.user.security.MerchantRealm : doGetAuthenticationInfo
2019-10-26 17:54:05.783 -- [34mINFO [0;39m [http-nio-8080-exec-3] c.f.portal.commons.AccessLogFilter : 请求url: /merchant/user-info
